long_East,lat_North,topography, MOLArange,  planet_rad, c,A,  Ephermis Time,            UTC,          Orbit
322.57967,-15.18790,     -75.11, 378711.74,  3394125.47,2,0, -12023120.52977,1999-08-15T08:13:35.287, 11950
322.57899,-15.19300,     -21.39, 378655.77,  3394178.50,1,0, -12023120.42977,1999-08-15T08:13:35.387, 11950
322.57830,-15.19810,      -9.19, 378641.35,  3394190.00,2,0, -12023120.32977,1999-08-15T08:13:35.487, 11950
322.57762,-15.20320,       5.58, 378624.34,  3394204.07,1,0, -12023120.22976,1999-08-15T08:13:35.587, 11950
322.57694,-15.20830,      14.35, 378613.32,  3394212.14,1,0, -12023120.12976,1999-08-15T08:13:35.687, 11950
322.57625,-15.21350,      26.04, 378599.40,  3394223.13,1,0, -12023120.02976,1999-08-15T08:13:35.787, 11950
322.57557,-15.21860,      38.41, 378584.78,  3394234.80,1,0, -12023119.92975,1999-08-15T08:13:35.887, 11950
322.57489,-15.22370,      41.27, 378579.69,  3394236.96,1,0, -12023119.82975,1999-08-15T08:13:35.987, 11950
322.57420,-15.22880,      51.23, 378567.50,  3394246.22,1,0, -12023119.72974,1999-08-15T08:13:36.087, 11950
322.57352,-15.23390,      74.43, 378542.06,  3394268.72,1,0, -12023119.62974,1999-08-15T08:13:36.187, 11950
322.57284,-15.23900,      83.40, 378530.87,  3394276.98,1,0, -12023119.52974,1999-08-15T08:13:36.287, 11950
322.57215,-15.24410,     109.77, 378502.25,  3394302.65,1,0, -12023119.42973,1999-08-15T08:13:36.387, 11950
322.57148,-15.24920,     -17.15, 378626.93,  3394175.03,2,0, -12023119.32973,1999-08-15T08:13:36.487, 11950
322.57080,-15.25430,    -113.19, 378720.74,  3394078.29,2,0, -12023119.22973,1999-08-15T08:13:36.587, 11950
322.57012,-15.25950,    -146.77, 378752.10,  3394044.01,2,0, -12023119.12972,1999-08-15T08:13:36.687, 11950
322.56943,-15.26460,    -108.19, 378711.27,  3394081.89,2,0, -12023119.02972,1999-08-15T08:13:36.787, 11950
322.56874,-15.26970,       9.87, 378590.98,  3394199.24,2,0, -12023118.92971,1999-08-15T08:13:36.887, 11950
322.56738,-15.27990,      85.51, 378510.88,  3394273.48,1,0, -12023118.72971,1999-08-15T08:13:37.087, 11950
322.56669,-15.28500,      86.61, 378507.53,  3394273.88,1,0, -12023118.62970,1999-08-15T08:13:37.187, 11950
322.56601,-15.29010,      82.99, 378508.93,  3394269.56,1,0, -12023118.52970,1999-08-15T08:13:37.287, 11950
322.56533,-15.29530,      91.15, 378498.51,  3394277.02,1,0, -12023118.42969,1999-08-15T08:13:37.387, 11950
322.56464,-15.30040,      94.53, 378492.89,  3394279.70,2,0, -12023118.32969,1999-08-15T08:13:37.487, 11950
322.56395,-15.30550,     102.41, 378482.80,  3394286.87,1,0, -12023118.22969,1999-08-15T08:13:37.587, 11950
322.56259,-15.31570,     110.61, 378470.15,  3394293.65,1,0, -12023118.02968,1999-08-15T08:13:37.787, 11950
322.56191,-15.32080,      98.76, 378479.74,  3394281.10,1,0, -12023117.92968,1999-08-15T08:13:37.887, 11950
322.56123,-15.32590,     105.98, 378470.30,  3394287.61,2,0, -12023117.82967,1999-08-15T08:13:37.987, 11950
322.56055,-15.33110,     124.66, 378449.40,  3394305.58,1,0, -12023117.72967,1999-08-15T08:13:38.087, 11950
322.55987,-15.33620,     126.19, 378445.64,  3394306.40,1,0, -12023117.62966,1999-08-15T08:13:38.187, 11950
322.55919,-15.34130,     133.60, 378436.02,  3394313.10,1,0, -12023117.52966,1999-08-15T08:13:38.287, 11950
322.55850,-15.34640,     137.09, 378430.28,  3394315.88,1,0, -12023117.42966,1999-08-15T08:13:38.387, 11950
322.55782,-15.35150,     139.85, 378425.30,  3394317.93,1,0, -12023117.32965,1999-08-15T08:13:38.487, 11950
322.55714,-15.35660,     142.35, 378420.56,  3394319.73,1,0, -12023117.22965,1999-08-15T08:13:38.587, 11950
322.55646,-15.36170,     146.93, 378413.76,  3394323.60,1,0, -12023117.12965,1999-08-15T08:13:38.687, 11950
322.55578,-15.36690,     151.77, 378406.68,  3394327.73,1,0, -12023117.02964,1999-08-15T08:13:38.787, 11950
322.55510,-15.37200,     151.72, 378404.51,  3394326.97,1,0, -12023116.92964,1999-08-15T08:13:38.887, 11950
322.55442,-15.37710,     155.12, 378398.89,  3394329.66,1,0, -12023116.82963,1999-08-15T08:13:38.987, 11950
322.55374,-15.38220,     157.35, 378394.43,  3394331.18,1,0, -12023116.72963,1999-08-15T08:13:39.087, 11950
322.55306,-15.38730,     160.13, 378389.41,  3394333.25,1,0, -12023116.62963,1999-08-15T08:13:39.187, 11950
322.55238,-15.39240,     160.78, 378386.54,  3394333.20,1,0, -12023116.52962,1999-08-15T08:13:39.287, 11950
322.55170,-15.39760,     166.93, 378378.15,  3394338.64,1,0, -12023116.42962,1999-08-15T08:13:39.387, 11950
322.55102,-15.40270,     171.32, 378371.56,  3394342.32,1,0, -12023116.32961,1999-08-15T08:13:39.487, 11950
322.55035,-15.40780,     172.07, 378368.58,  3394342.36,1,0, -12023116.22961,1999-08-15T08:13:39.587, 11950
322.54967,-15.41290,     176.00, 378362.42,  3394345.58,1,0, -12023116.12961,1999-08-15T08:13:39.687, 11950
322.54899,-15.41800,     182.17, 378354.05,  3394351.03,1,0, -12023116.02960,1999-08-15T08:13:39.787, 11950
322.54831,-15.42310,     187.27, 378346.71,  3394355.41,1,0, -12023115.92960,1999-08-15T08:13:39.887, 11950
322.54763,-15.42830,     195.83, 378335.93,  3394363.26,1,0, -12023115.82960,1999-08-15T08:13:39.987, 11950
322.54695,-15.43340,     202.84, 378326.72,  3394369.55,1,0, -12023115.72959,1999-08-15T08:13:40.087, 11950
322.54627,-15.43850,     204.95, 378322.36,  3394370.95,1,0, -12023115.62959,1999-08-15T08:13:40.187, 11950
322.54559,-15.44360,     207.17, 378317.92,  3394372.45,1,0, -12023115.52959,1999-08-15T08:13:40.287, 11950
322.54491,-15.44870,     209.39, 378313.50,  3394373.95,1,0, -12023115.42958,1999-08-15T08:13:40.387, 11950
322.54424,-15.45390,     213.17, 378307.49,  3394377.02,1,0, -12023115.32958,1999-08-15T08:13:40.487, 11950
322.54356,-15.45900,     218.26, 378300.18,  3394381.39,1,0, -12023115.22957,1999-08-15T08:13:40.587, 11950
322.54288,-15.46410,     222.61, 378293.59,  3394385.03,1,0, -12023115.12957,1999-08-15T08:13:40.687, 11950
322.54220,-15.46920,     224.95, 378289.04,  3394386.65,1,0, -12023115.02957,1999-08-15T08:13:40.787, 11950
322.54152,-15.47430,     230.29, 378281.48,  3394391.27,1,0, -12023114.92956,1999-08-15T08:13:40.887, 11950
322.54084,-15.47940,     233.23, 378276.34,  3394393.50,1,0, -12023114.82956,1999-08-15T08:13:40.987, 11950
322.54016,-15.48460,     234.01, 378273.33,  3394393.56,1,0, -12023114.72956,1999-08-15T08:13:41.087, 11950
322.53948,-15.48970,     235.64, 378269.47,  3394394.48,1,0, -12023114.62955,1999-08-15T08:13:41.188, 11950
322.53880,-15.49480,     235.71, 378267.18,  3394393.83,2,0, -12023114.52955,1999-08-15T08:13:41.288, 11950
322.53812,-15.49990,     239.91, 378260.75,  3394397.31,1,0, -12023114.42954,1999-08-15T08:13:41.388, 11950
322.53744,-15.50500,     242.41, 378256.06,  3394399.10,1,0, -12023114.32954,1999-08-15T08:13:41.488, 11950
322.53678,-15.51020,     247.02, 378249.23,  3394402.99,1,0, -12023114.22954,1999-08-15T08:13:41.588, 11950
322.53610,-15.51530,     244.42, 378249.60,  3394399.67,1,0, -12023114.12953,1999-08-15T08:13:41.688, 11950
322.53541,-15.52040,     248.47, 378243.36,  3394403.00,1,0, -12023114.02953,1999-08-15T08:13:41.788, 11950
322.53473,-15.52550,     250.74, 378238.86,  3394404.55,1,0, -12023113.92953,1999-08-15T08:13:41.888, 11950
322.53405,-15.53060,     251.86, 378235.54,  3394404.94,1,0, -12023113.82952,1999-08-15T08:13:41.988, 11950
322.53337,-15.53570,     254.77, 378230.41,  3394407.13,1,0, -12023113.72952,1999-08-15T08:13:42.088, 11950
322.53268,-15.54080,     254.26, 378228.70,  3394405.90,1,0, -12023113.62951,1999-08-15T08:13:42.188, 11950
322.53200,-15.54600,     261.62, 378219.12,  3394412.54,1,0, -12023113.52951,1999-08-15T08:13:42.288, 11950
322.53132,-15.55110,     267.22, 378211.33,  3394417.41,1,0, -12023113.42951,1999-08-15T08:13:42.388, 11950
322.53064,-15.55620,     273.45, 378202.89,  3394422.92,1,0, -12023113.32950,1999-08-15T08:13:42.488, 11950
322.52995,-15.56130,     279.00, 378195.12,  3394427.75,1,0, -12023113.22950,1999-08-15T08:13:42.588, 11950
322.52927,-15.56640,     282.97, 378188.92,  3394431.00,1,0, -12023113.12950,1999-08-15T08:13:42.688, 11950
322.52859,-15.57150,     286.70, 378183.00,  3394434.00,1,0, -12023113.02949,1999-08-15T08:13:42.788, 11950
322.52791,-15.57660,     289.18, 378178.29,  3394435.76,2,0, -12023112.92949,1999-08-15T08:13:42.888, 11950
322.52722,-15.58180,     294.56, 378170.69,  3394440.42,1,0, -12023112.82948,1999-08-15T08:13:42.988, 11950
322.52654,-15.58690,     297.16, 378165.88,  3394442.30,1,0, -12023112.72948,1999-08-15T08:13:43.088, 11950
322.52586,-15.59200,     301.34, 378159.49,  3394445.75,1,0, -12023112.62948,1999-08-15T08:13:43.188, 11950
322.52518,-15.59710,     301.88, 378156.76,  3394445.57,1,0, -12023112.52947,1999-08-15T08:13:43.288, 11950
322.52449,-15.60220,     305.17, 378151.23,  3394448.14,1,0, -12023112.42947,1999-08-15T08:13:43.388, 11950
322.52381,-15.60730,     307.05, 378147.16,  3394449.30,2,0, -12023112.32946,1999-08-15T08:13:43.488, 11950
322.52311,-15.61240,     311.29, 378140.71,  3394452.81,1,0, -12023112.22946,1999-08-15T08:13:43.588, 11950
322.52243,-15.61750,     312.93, 378136.84,  3394453.72,1,0, -12023112.12946,1999-08-15T08:13:43.688, 11950
322.52174,-15.62270,     318.99, 378128.58,  3394459.05,1,0, -12023112.02945,1999-08-15T08:13:43.788, 11950
322.52106,-15.62780,     323.98, 378121.39,  3394463.31,1,0, -12023111.92945,1999-08-15T08:13:43.888, 11950
322.52037,-15.63290,     321.04, 378122.12,  3394459.64,1,0, -12023111.82944,1999-08-15T08:13:43.988, 11950
322.51969,-15.63800,     325.54, 378115.40,  3394463.42,1,0, -12023111.72944,1999-08-15T08:13:44.088, 11950
322.51900,-15.64310,     328.01, 378110.73,  3394465.16,1,0, -12023111.62944,1999-08-15T08:13:44.188, 11950
322.51832,-15.64820,     329.91, 378106.62,  3394466.33,1,0, -12023111.52943,1999-08-15T08:13:44.288, 11950
322.51763,-15.65330,     335.50, 378098.83,  3394471.19,1,0, -12023111.42943,1999-08-15T08:13:44.388, 11950
322.51694,-15.65840,     345.45, 378086.69,  3394480.41,1,0, -12023111.32943,1999-08-15T08:13:44.488, 11950
322.51626,-15.66360,     359.48, 378070.43,  3394493.72,1,0, -12023111.22942,1999-08-15T08:13:44.588, 11950
322.51557,-15.66870,     376.83, 378050.87,  3394510.34,1,0, -12023111.12942,1999-08-15T08:13:44.688, 11950
322.51489,-15.67380,     386.15, 378039.36,  3394518.93,1,0, -12023111.02941,1999-08-15T08:13:44.788, 11950
322.51420,-15.67890,     387.50, 378035.79,  3394519.55,1,0, -12023110.92941,1999-08-15T08:13:44.888, 11950
322.51352,-15.68400,     389.45, 378031.66,  3394520.77,1,0, -12023110.82941,1999-08-15T08:13:44.988, 11950
322.51283,-15.68910,     391.05, 378027.83,  3394521.65,1,0, -12023110.72940,1999-08-15T08:13:45.088, 11950
322.51215,-15.69420,     391.93, 378024.75,  3394521.80,1,0, -12023110.62940,1999-08-15T08:13:45.188, 11950
322.51146,-15.69930,     393.69, 378020.79,  3394522.83,1,0, -12023110.52940,1999-08-15T08:13:45.288, 11950
322.51078,-15.70450,     396.43, 378015.84,  3394524.84,1,0, -12023110.42939,1999-08-15T08:13:45.388, 11950
322.51009,-15.70960,     395.25, 378014.81,  3394522.93,1,0, -12023110.32939,1999-08-15T08:13:45.488, 11950
322.50872,-15.71980,     408.02, 377997.63,  3394534.24,1,0, -12023110.12938,1999-08-15T08:13:45.688, 11950
322.50803,-15.72490,     408.47, 377994.99,  3394533.95,1,0, -12023110.02937,1999-08-15T08:13:45.788, 11950
322.50735,-15.73000,     410.70, 377990.57,  3394535.45,1,0, -12023109.92937,1999-08-15T08:13:45.888, 11950
322.50666,-15.73510,     406.49, 377992.56,  3394530.51,1,0, -12023109.82937,1999-08-15T08:13:45.988, 11950
322.50598,-15.74020,     402.70, 377994.16,  3394525.98,1,0, -12023109.72936,1999-08-15T08:13:46.088, 11950
322.50529,-15.74530,     396.43, 377998.23,  3394518.98,1,0, -12023109.62936,1999-08-15T08:13:46.188, 11950
322.50461,-15.75050,     390.65, 378001.81,  3394512.46,1,0, -12023109.52936,1999-08-15T08:13:46.288, 11950
322.50393,-15.75560,     384.63, 378005.63,  3394505.71,1,0, -12023109.42935,1999-08-15T08:13:46.388, 11950
322.50324,-15.76070,     375.78, 378012.28,  3394496.13,1,0, -12023109.32935,1999-08-15T08:13:46.488, 11950
322.50256,-15.76580,     371.46, 378014.40,  3394491.07,1,0, -12023109.22934,1999-08-15T08:13:46.588, 11950
322.50187,-15.77090,     367.11, 378016.55,  3394485.99,1,0, -12023109.12934,1999-08-15T08:13:46.688, 11950
322.50119,-15.77600,     345.14, 378036.35,  3394463.28,2,0, -12023109.02934,1999-08-15T08:13:46.788, 11950
322.50051,-15.78110,     337.09, 378042.19,  3394454.50,1,0, -12023108.92933,1999-08-15T08:13:46.888, 11950
322.49982,-15.78620,     339.03, 378038.06,  3394455.71,1,0, -12023108.82933,1999-08-15T08:13:46.988, 11950
322.49914,-15.79130,     337.49, 378037.41,  3394453.43,1,0, -12023108.72933,1999-08-15T08:13:47.088, 11950
322.49845,-15.79640,     337.79, 378034.89,  3394453.00,1,0, -12023108.62932,1999-08-15T08:13:47.188, 11950
322.49777,-15.80150,     350.73, 378019.77,  3394465.20,1,0, -12023108.52932,1999-08-15T08:13:47.288, 11950
322.49708,-15.80660,     359.96, 378008.35,  3394473.70,1,0, -12023108.42931,1999-08-15T08:13:47.388, 11950
322.49640,-15.81170,     372.70, 377993.40,  3394485.71,1,0, -12023108.32931,1999-08-15T08:13:47.488, 11950
322.49572,-15.81680,     383.30, 377980.60,  3394495.57,1,0, -12023108.22931,1999-08-15T08:13:47.588, 11950
322.49503,-15.82190,     399.45, 377962.27,  3394510.98,1,0, -12023108.12930,1999-08-15T08:13:47.688, 11950
322.49435,-15.82700,     421.46, 377938.06,  3394532.25,1,0, -12023108.02930,1999-08-15T08:13:47.788, 11950
322.49366,-15.83210,     441.06, 377916.28,  3394551.11,1,0, -12023107.92929,1999-08-15T08:13:47.888, 11950
322.49298,-15.83720,     442.98, 377912.17,  3394552.29,1,0, -12023107.82929,1999-08-15T08:13:47.988, 11950
322.49229,-15.84230,     438.43, 377914.52,  3394547.00,1,0, -12023107.72929,1999-08-15T08:13:48.088, 11950
322.49161,-15.84740,     419.22, 377931.54,  3394527.05,2,0, -12023107.62928,1999-08-15T08:13:48.188, 11950
322.49093,-15.85250,     394.98, 377953.60,  3394502.07,2,0, -12023107.52928,1999-08-15T08:13:48.288, 11950
322.49024,-15.85760,     379.73, 377966.66,  3394486.08,1,0, -12023107.42928,1999-08-15T08:13:48.388, 11950
322.48956,-15.86270,     366.36, 377977.83,  3394471.97,1,0, -12023107.32927,1999-08-15T08:13:48.488, 11950
322.48888,-15.86780,     360.54, 377981.47,  3394465.41,1,0, -12023107.22927,1999-08-15T08:13:48.588, 11950
322.48819,-15.87290,     370.85, 377968.95,  3394474.98,1,0, -12023107.12926,1999-08-15T08:13:48.688, 11950
322.48751,-15.87800,     382.94, 377954.68,  3394486.33,1,0, -12023107.02926,1999-08-15T08:13:48.788, 11950
322.48682,-15.88310,     392.35, 377943.08,  3394495.00,1,0, -12023106.92926,1999-08-15T08:13:48.888, 11950
322.48614,-15.88830,     397.72, 377935.51,  3394499.63,1,0, -12023106.82925,1999-08-15T08:13:48.988, 11950
322.48545,-15.89340,     402.53, 377928.54,  3394503.70,1,0, -12023106.72925,1999-08-15T08:13:49.088, 11950
322.48477,-15.89850,     406.52, 377922.33,  3394506.95,1,0, -12023106.62925,1999-08-15T08:13:49.188, 11950
322.48408,-15.90360,     415.13, 377911.54,  3394514.82,1,0, -12023106.52924,1999-08-15T08:13:49.288, 11950
322.48340,-15.90870,     422.58, 377901.90,  3394521.53,1,0, -12023106.42924,1999-08-15T08:13:49.388, 11950
322.48272,-15.91380,     435.23, 377887.08,  3394533.44,1,0, -12023106.32923,1999-08-15T08:13:49.488, 11950
322.48204,-15.91880,     450.52, 377869.57,  3394548.00,1,0, -12023106.22923,1999-08-15T08:13:49.588, 11950
322.48135,-15.92390,     460.09, 377857.82,  3394556.82,1,0, -12023106.12923,1999-08-15T08:13:49.688, 11950
322.48066,-15.92910,     470.41, 377845.33,  3394566.39,1,0, -12023106.02922,1999-08-15T08:13:49.788, 11950
322.47998,-15.93420,     485.36, 377828.19,  3394580.59,1,0, -12023105.92922,1999-08-15T08:13:49.888, 11950
322.47929,-15.93930,     505.41, 377805.97,  3394599.89,1,0, -12023105.82922,1999-08-15T08:13:49.988, 11950
322.47861,-15.94440,     520.81, 377788.38,  3394614.55,1,0, -12023105.72921,1999-08-15T08:13:50.088, 11950
322.47792,-15.94950,     528.35, 377778.65,  3394621.34,1,0, -12023105.62921,1999-08-15T08:13:50.188, 11950
322.47724,-15.95460,     530.96, 377773.87,  3394623.20,1,0, -12023105.52920,1999-08-15T08:13:50.288, 11950
322.47655,-15.95970,     529.28, 377773.38,  3394620.77,1,0, -12023105.42920,1999-08-15T08:13:50.388, 11950
322.47587,-15.96490,     532.26, 377768.20,  3394623.00,1,0, -12023105.32920,1999-08-15T08:13:50.488, 11950
322.47518,-15.97000,     539.68, 377758.59,  3394629.68,2,0, -12023105.22919,1999-08-15T08:13:50.588, 11950
322.47450,-15.97510,     544.67, 377751.43,  3394633.92,1,0, -12023105.12919,1999-08-15T08:13:50.688, 11950
322.47381,-15.98020,     553.02, 377740.88,  3394641.52,1,0, -12023105.02919,1999-08-15T08:13:50.788, 11950
322.47313,-15.98530,     567.86, 377723.85,  3394655.61,1,0, -12023104.92918,1999-08-15T08:13:50.888, 11950
322.47244,-15.99040,     571.54, 377718.01,  3394658.54,1,0, -12023104.82918,1999-08-15T08:13:50.988, 11950
322.47176,-15.99550,     568.36, 377718.97,  3394654.62,1,0, -12023104.72917,1999-08-15T08:13:51.088, 11950
322.50307,-15.99600,     531.26, 377519.73,  3394617.56,1,0, -10735470.17814,1999-08-30T05:54:25.639, 12132
322.50239,-15.99090,     537.06, 377515.98,  3394624.11,2,0, -10735470.07814,1999-08-30T05:54:25.739, 12132
322.50171,-15.98580,     544.38, 377510.69,  3394632.17,1,0, -10735469.97814,1999-08-30T05:54:25.839, 12132
322.50103,-15.98070,     540.13, 377516.95,  3394628.67,1,0, -10735469.87813,1999-08-30T05:54:25.939, 12132
322.50035,-15.97560,     538.21, 377520.90,  3394627.50,1,0, -10735469.77813,1999-08-30T05:54:26.039, 12132
322.49967,-15.97040,     544.19, 377516.94,  3394634.23,1,0, -10735469.67813,1999-08-30T05:54:26.139, 12132
322.49899,-15.96530,     540.51, 377522.68,  3394631.29,1,0, -10735469.57812,1999-08-30T05:54:26.239, 12132
322.49831,-15.96020,     541.64, 377523.57,  3394633.17,1,0, -10735469.47812,1999-08-30T05:54:26.339, 12132
322.49764,-15.95510,     539.64, 377527.60,  3394631.92,1,0, -10735469.37811,1999-08-30T05:54:26.439, 12132
322.49694,-15.95000,     533.97, 377535.30,  3394627.00,1,0, -10735469.27811,1999-08-30T05:54:26.539, 12132
322.49625,-15.94490,     509.46, 377561.85,  3394603.23,1,0, -10735469.17811,1999-08-30T05:54:26.639, 12132
322.49556,-15.93980,     498.01, 377575.33,  3394592.52,1,0, -10735469.07810,1999-08-30T05:54:26.739, 12132
322.49487,-15.93470,     492.24, 377583.14,  3394587.49,1,0, -10735468.97810,1999-08-30T05:54:26.839, 12132
322.49418,-15.92950,     488.26, 377589.15,  3394584.25,1,0, -10735468.87809,1999-08-30T05:54:26.939, 12132
322.49349,-15.92440,     471.61, 377607.84,  3394568.34,1,0, -10735468.77809,1999-08-30T05:54:27.039, 12132
322.49280,-15.91930,     454.31, 377627.18,  3394551.78,1,0, -10735468.67809,1999-08-30T05:54:27.139, 12132
322.49211,-15.91420,     433.69, 377649.84,  3394531.90,1,0, -10735468.57808,1999-08-30T05:54:27.239, 12132
322.49142,-15.90910,     419.22, 377666.34,  3394518.17,1,0, -10735468.47808,1999-08-30T05:54:27.339, 12132
322.49073,-15.90400,     405.99, 377681.64,  3394505.68,1,0, -10735468.37808,1999-08-30T05:54:27.439, 12132
322.49004,-15.89890,     400.26, 377689.40,  3394500.69,1,0, -10735468.27807,1999-08-30T05:54:27.539, 12132
322.48936,-15.89370,     400.86, 377690.83,  3394502.03,1,0, -10735468.17807,1999-08-30T05:54:27.639, 12132
322.48867,-15.88860,     396.90, 377696.82,  3394498.81,1,0, -10735468.07806,1999-08-30T05:54:27.739, 12132
322.48798,-15.88350,     391.30, 377704.47,  3394493.95,1,0, -10735467.97806,1999-08-30T05:54:27.839, 12132
322.48729,-15.87840,     385.75, 377712.05,  3394489.14,1,0, -10735467.87806,1999-08-30T05:54:27.939, 12132
322.48660,-15.87330,     374.44, 377725.39,  3394478.57,1,0, -10735467.77805,1999-08-30T05:54:28.039, 12132
322.48591,-15.86820,     370.86, 377731.02,  3394475.73,1,0, -10735467.67805,1999-08-30T05:54:28.139, 12132
322.48522,-15.86310,     372.19, 377731.72,  3394477.80,1,0, -10735467.57805,1999-08-30T05:54:28.239, 12132
322.48384,-15.85280,     397.31, 377710.70,  3394504.40,1,0, -10735467.37804,1999-08-30T05:54:28.439, 12132
322.48316,-15.84780,     412.45, 377697.55,  3394520.27,1,0, -10735467.27857,1999-08-30T05:54:28.539, 12132
322.48247,-15.84270,     415.25, 377696.80,  3394523.80,2,0, -10735467.17856,1999-08-30T05:54:28.639, 12132
322.48178,-15.83750,     419.43, 377694.68,  3394528.71,1,0, -10735467.07856,1999-08-30T05:54:28.739, 12132
322.48109,-15.83240,     422.60, 377693.57,  3394532.62,1,0, -10735466.97855,1999-08-30T05:54:28.839, 12132
322.48040,-15.82730,     424.78, 377693.43,  3394535.53,1,0, -10735466.87855,1999-08-30T05:54:28.939, 12132
322.47971,-15.82220,     423.52, 377696.72,  3394535.00,1,0, -10735466.77855,1999-08-30T05:54:29.039, 12132
322.47902,-15.81710,     413.69, 377708.62,  3394525.90,1,0, -10735466.67854,1999-08-30T05:54:29.139, 12132
322.47833,-15.81200,     404.25, 377720.10,  3394517.20,1,0, -10735466.57854,1999-08-30T05:54:29.239, 12132
322.47765,-15.80690,     391.23, 377735.17,  3394504.91,1,0, -10735466.47854,1999-08-30T05:54:29.339, 12132
322.47696,-15.80180,     374.75, 377753.69,  3394489.16,1,0, -10735466.37853,1999-08-30T05:54:29.439, 12132
322.47627,-15.79660,     361.53, 377768.94,  3394476.68,1,0, -10735466.27853,1999-08-30T05:54:29.539, 12132
322.47558,-15.79150,     351.01, 377781.51,  3394466.89,1,0, -10735466.17852,1999-08-30T05:54:29.639, 12132
322.47489,-15.78640,     342.52, 377792.06,  3394459.13,1,0, -10735466.07852,1999-08-30T05:54:29.739, 12132
322.47420,-15.78130,     338.92, 377797.69,  3394456.27,1,0, -10735465.97852,1999-08-30T05:54:29.839, 12132
322.47351,-15.77620,     341.33, 377797.33,  3394459.41,1,0, -10735465.87851,1999-08-30T05:54:29.939, 12132
322.47282,-15.77110,     327.17, 377813.55,  3394445.98,1,0, -10735465.77851,1999-08-30T05:54:30.039, 12132
322.47213,-15.76600,     336.67, 377806.10,  3394456.21,1,0, -10735465.67851,1999-08-30T05:54:30.139, 12132
322.47144,-15.76080,     341.05, 377803.76,  3394461.33,2,0, -10735465.57850,1999-08-30T05:54:30.239, 12132
322.47076,-15.75570,     331.91, 377814.93,  3394452.92,1,0, -10735465.47850,1999-08-30T05:54:30.339, 12132
322.47007,-15.75060,     356.29, 377792.61,  3394478.03,2,0, -10735465.37849,1999-08-30T05:54:30.439, 12132
322.46938,-15.74550,     391.88, 377759.08,  3394514.35,1,0, -10735465.27849,1999-08-30T05:54:30.539, 12132
322.46869,-15.74040,     410.51, 377742.50,  3394533.71,1,0, -10735465.17849,1999-08-30T05:54:30.639, 12132
322.46800,-15.73530,     389.29, 377765.78,  3394513.21,1,0, -10735465.07848,1999-08-30T05:54:30.739, 12132
322.46731,-15.73020,     388.20, 377768.92,  3394512.84,1,0, -10735464.97848,1999-08-30T05:54:30.839, 12132
322.46662,-15.72510,     387.96, 377771.23,  3394513.33,1,0, -10735464.87847,1999-08-30T05:54:30.939, 12132
322.46593,-15.72000,     388.50, 377772.73,  3394514.59,1,0, -10735464.77847,1999-08-30T05:54:31.039, 12132
322.46524,-15.71490,     398.33, 377764.95,  3394525.15,1,0, -10735464.67847,1999-08-30T05:54:31.139, 12132
322.46455,-15.70980,     390.36, 377775.00,  3394517.90,1,0, -10735464.57846,1999-08-30T05:54:31.239, 12132
322.46387,-15.70460,     387.59, 377779.81,  3394515.85,1,0, -10735464.47846,1999-08-30T05:54:31.339, 12132
322.46318,-15.69950,     382.69, 377786.76,  3394511.68,1,0, -10735464.37846,1999-08-30T05:54:31.439, 12132
322.46249,-15.69440,     376.85, 377794.66,  3394506.56,1,0, -10735464.27845,1999-08-30T05:54:31.539, 12132
322.46180,-15.68930,     373.24, 377800.33,  3394503.68,1,0, -10735464.17845,1999-08-30T05:54:31.639, 12132
322.46111,-15.68420,     372.31, 377803.33,  3394503.47,1,0, -10735464.07844,1999-08-30T05:54:31.739, 12132
322.46042,-15.67910,     371.29, 377806.40,  3394503.17,1,0, -10735463.97844,1999-08-30T05:54:31.839, 12132
322.45973,-15.67400,     363.92, 377815.82,  3394496.53,1,0, -10735463.87844,1999-08-30T05:54:31.939, 12132
322.45904,-15.66890,     359.97, 377821.81,  3394493.30,1,0, -10735463.77843,1999-08-30T05:54:32.039, 12132
322.45835,-15.66380,     359.52, 377824.32,  3394493.58,1,0, -10735463.67843,1999-08-30T05:54:32.139, 12132
322.45766,-15.65870,     359.05, 377826.85,  3394493.83,1,0, -10735463.57843,1999-08-30T05:54:32.239, 12132
322.45697,-15.65350,     361.99, 377825.97,  3394497.49,1,0, -10735463.47842,1999-08-30T05:54:32.339, 12132
322.45629,-15.64840,     357.07, 377832.95,  3394493.30,1,0, -10735463.37842,1999-08-30T05:54:32.439, 12132
322.45559,-15.64330,     361.05, 377831.03,  3394498.01,1,0, -10735463.27841,1999-08-30T05:54:32.539, 12132
322.45491,-15.63820,     360.18, 377833.95,  3394497.86,2,0, -10735463.17841,1999-08-30T05:54:32.639, 12132
322.45422,-15.63310,     340.85, 377855.34,  3394479.24,1,0, -10735463.07841,1999-08-30T05:54:32.739, 12132
322.45353,-15.62800,     321.30, 377876.96,  3394460.41,1,0, -10735462.97840,1999-08-30T05:54:32.839, 12132
322.45284,-15.62290,     308.64, 377891.68,  3394448.47,1,0, -10735462.87840,1999-08-30T05:54:32.939, 12132
322.45215,-15.61780,     288.09, 377914.28,  3394428.63,1,0, -10735462.77840,1999-08-30T05:54:33.039, 12132
322.45146,-15.61270,     256.05, 377948.40,  3394397.31,1,0, -10735462.67839,1999-08-30T05:54:33.139, 12132
322.45077,-15.60760,     228.93, 377977.57,  3394370.91,1,0, -10735462.57839,1999-08-30T05:54:33.239, 12132
